"License Number","Status","License Type","Orig. Iss. Date","Expir. Date","Primary Owner","Premises Addr.","Business Name","Geo Code"
"662788","ACTIVE","17","11/18/2024","10/31/2026","ONTRAIL VINEYARDS LLC","501 EL CERRITO AVE,HILLSBOROUGH, CA  94010-6821Census Tract:  6057.00","ONTRAIL VINEYARDS","4106"
"665586","ACTIVE","17","07/29/2025","06/30/2027","D FINE WINE AND SPIRIT INC","280 HARBOR WAY, STE A,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"665586","ACTIVE","18","07/29/2025","06/30/2027","D FINE WINE AND SPIRIT INC","280 HARBOR WAY, STE A,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"665586","ACTIVE","09","07/29/2025","06/30/2027","D FINE WINE AND SPIRIT INC","280 HARBOR WAY, STE A,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"665586","ACTIVE","12","07/29/2025","06/30/2027","D FINE WINE AND SPIRIT INC","280 HARBOR WAY, STE A,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","","4114"
"665686","ACTIVE","23","03/19/2025","11/30/2026","SF BEVERAGE & DISTILLING CO., LLC","432 N CANAL ST, #14,SOUTH SAN FRANCISCO, CA  94080-4666Census Tract:  6023.00","","4114"
"667337","ACTIVE","17","07/15/2025","06/30/2027","KALARA CORP.","280 HARBOR WY, STE K,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","KALARA IMPORT","4114"
"667337","ACTIVE","12","07/15/2025","06/30/2027","KALARA CORP.","280 HARBOR WY, STE K,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","KALARA IMPORT","4114"
"667337","ACTIVE","18","07/15/2025","06/30/2027","KALARA CORP.","280 HARBOR WY, STE K,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","KALARA IMPORT","4114"
"667337","ACTIVE","09","07/15/2025","06/30/2027","KALARA CORP.","280 HARBOR WY, STE K,SOUTH SAN FRANCISCO, CA  94080-6816Census Tract:  6023.00","KALARA IMPORT","4114"
"669011","ACTIVE","09","07/21/2025","06/30/2027","BEVSUITE INC","4 WEST 4TH AVE, 3RD FL,SAN MATEO, CA  94402-1619Census Tract:  6064.00","GCD SELECTIONS","4113"
"669011","ACTIVE","17","07/21/2025","06/30/2027","BEVSUITE INC","4 WEST 4TH AVE, 3RD FL,SAN MATEO, CA  94402-1619Census Tract:  6064.00","GCD SELECTIONS","4113"
"670066","ACTIVE","23","08/19/2025","07/31/2027","BREWING WITH BROTHAS BREWING COMPANY LLC","111 INDUSTRIAL RD, STE 8,BELMONT, CA  94002-8206Census Tract:  6023.00","BREWING WITH BROTHAS BREWING COMPANY LLC","4102"
"670536","ACTIVE","14","10/01/2025","07/31/2027","DOMAINE NAPA, LLC","1355 LOWRIE AVE,SOUTH SAN FRANCISCO, CA  94080-6403Census Tract:  6023.00","UOVO WINE","4114"
"670540","ACTIVE","17","09/16/2025","08/31/2026","GLASSPOUR LLC","118 11TH AVE,SAN MATEO, CA  94401Census Tract:  6066.00","GLASSPOUR LLC","4113"
"670605","ACTIVE","17","09/29/2025","08/31/2026","T & E PROPERTIES LLC","507 HELEN DR,MILLBRAE, CA  94030-1619Census Tract:  6047.00","ELBA ISLAND IMPORTS","4108"
"670605","ACTIVE","09","09/29/2025","08/31/2026","T & E PROPERTIES LLC","507 HELEN DR,MILLBRAE, CA  94030-1619Census Tract:  6047.00","ELBA ISLAND IMPORTS","4108"
"673717","ACTIVE","18","01/02/2026","12/31/2026","SNAZZY BEVERAGES INC","233 E HARRIS AVE, UT B10,SOUTH SAN FRANCISCO, CA  94080-6807Census Tract:  6023.00","SNAZZY BEVERAGES INC","4114"
"673717","ACTIVE","12","01/02/2026","12/31/2026","SNAZZY BEVERAGES INC","233 E HARRIS AVE, UT B10,SOUTH SAN FRANCISCO, CA  94080-6807Census Tract:  6023.00","SNAZZY BEVERAGES INC","4114"
"674821","ACTIVE","23","03/09/2026","02/28/2027","ROGUE KITCHEN LLC","111 INDUSTRIAL RD, STE 6,BELMONT, CA  94002-8206Census Tract:  6023.00","ROGUE KITCHEN LLC","4102"
"676267","ACTIVE","07","03/09/2026","11/30/2026","SIPLO LLC","1500 INDUSTRIAL WAY , #100,REDWOOD CITY, CA  94063-1102Census Tract:  6102.02","","4110"
"676957","ACTIVE","17","04/29/2026","03/31/2027","HUSHER, KATHERINE ANNE","819 11TH AVE,REDWOOD CITY, CA  94063-4206Census Tract:  6105.00","DRIFTWOOD COTTAGE WINES","4110"
